#kgID	geneSymbol
uc011ysb.1	Meg3
uc007pap.2	Meg3
uc011ysd.1	Mir673
uc011yse.1	Mir493
uc011ysf.1	Mir337
uc011ysg.1	Mir540
uc011ysh.1	Mir665
uc011ysi.1	Mir3070a
uc011ysj.1	Mir3070b
uc011ysl.1	Mir431
uc007pax.4	6430411K18Rik
uc011ysm.1	Mir434
uc011ysn.1	Mir432
uc011yso.1	Mir136
uc007pbc.3	Rian
uc011yst.2	AF357425
uc011ysw.2	AF357355
uc011ysv.2	DQ267101
uc011ysp.2	Rian
uc011ysu.2	Rian
uc007pbb.2	Rian
uc007paz.2	Rian
uc057kpe.1	Rian
uc011ysq.1	Mir341
uc011ysr.1	Mir1188
uc011yss.1	Mir370
uc029rxz.1	AF357426
uc029rya.1	DQ267102
uc057kpg.1	KY467655
uc057kpf.1	AK163826
uc011ysx.1	Mir882
uc011ysy.1	Mir379
uc011ysz.1	Mir411
uc011yta.1	Mir299a
uc011ytb.1	Mir380
uc011ytc.1	Mir1197
uc011ytd.1	Mir323
uc011yte.1	Mir758
uc011ytf.1	Mir329
uc011ytg.1	Mir494
uc011yth.1	Mir679
uc011yti.1	Mir1193
uc011ytj.1	Mir666
uc011ytk.1	Mir543
uc011ytl.1	Mir495
uc011ytm.1	Mir667
uc011ytn.2	Mir376c
uc011yto.1	Mir654
uc011ytp.1	Mir376b
uc011ytq.1	Mir376a
uc011ytr.1	Mir300
uc011yts.1	Mir381
uc011ytt.1	Mir487b
uc011ytu.1	Mir539
uc056ysh.1	Mir544
uc011yua.2	Mirg
uc011yul.1	Mir3072
uc011ytz.1	Mir668
uc011ytx.1	Mir382
uc011yui.1	Mir412
uc011yuj.1	Mir369
uc011yty.1	Mir134
uc011yuk.1	Mir410
uc011yub.1	Mir485
uc011yuf.1	Mir377
uc011ytv.2	Mirg
uc007pbd.3	Mirg
uc011ytw.2	Mirg
uc011yuc.1	Mir453
uc011yud.1	Mir154
uc011yue.1	Mir496a
uc011yug.1	Mir541
uc011yuh.1	Mir409
uc007pbi.1	Dio3
uc007pbl.3	Ppp2r5c
uc007pbm.3	Ppp2r5c
uc007pbk.1	Ppp2r5c
uc011yur.1	Ppp2r5c
uc007pbn.3	Ppp2r5c
uc011yus.3	Ppp2r5c
uc007pbj.2	Ppp2r5c
uc011yut.1	B930059L03Rik
uc007pbo.1	Dync1h1
uc007pbt.1	Wdr20
uc007pbu.2	Wdr20
uc007pbz.1	4921507G05Rik
uc011yuu.1	Zfp839
uc007pca.2	Zfp839
uc011yuv.3	Tecpr2
uc007pcg.4	Tecpr2
uc007pch.4	Tecpr2
uc007pcf.2	Tecpr2
uc029ryd.1	6030440G07Rik
uc007pck.2	Rcor1
uc007pcl.2	Traf3
uc007pcn.2	Traf3
uc007pco.2	Traf3
uc007pcp.2	Amn
uc007pcq.1	Amn
uc007pcr.1	AK039023
uc007pcu.1	Lbhd2
uc033gfj.1	Exoc3l4
uc007pcv.2	Exoc3l4
uc007pcx.3	Exoc3l4
uc033gfk.1	Exoc3l4
uc011yuw.2	Exoc3l4
uc007pcw.2	Exoc3l4
uc007pcz.2	Tnfaip2
uc007pcy.2	Tnfaip2
uc007pdd.2	Eif5
uc007pde.2	Eif5
uc011yux.2	Snora28
uc007pdf.2	Eif5
uc007pdg.2	Eif5
uc007pdi.2	Eif5
uc007pdh.1	Eif5
uc007pdk.2	Mark3
uc007pdl.2	Mark3
uc007pdm.2	Mark3
uc007pdo.1	Trmt61a
uc007pdp.1	Trmt61a
uc007pdq.1	Trmt61a
uc011yuy.1	Apopt1
uc007pdu.2	Apopt1
uc007pdt.2	Apopt1
uc056ysl.1	AK006963
uc007pdw.1	Klc1
uc007pdx.1	Klc1
uc033gfp.1	Klc1
uc033gfm.1	Klc1
uc033gfq.1	Klc1
uc033gfn.1	Klc1
uc033gfo.1	Klc1
uc007pdv.1	Klc1
uc007pea.2	Zfyve21
uc007peb.2	Zfyve21
uc011yva.1	Tdrd9
uc007pei.1	Tdrd9
uc007pej.1	Tdrd9
uc007pek.1	Aspg
uc011yvd.1	Aspg
uc011yvc.1	Mir3073a
uc007pel.2	Mir203
uc007pem.1	Kif26a
uc007pen.1	BC115444
uc007peq.2	A530016L24Rik
uc007pes.1	Inf2
uc007pet.1	Inf2
uc007peu.2	Adssl1
uc011yvf.1	Adssl1
uc007pev.2	Siva1
uc007pew.2	Siva1
uc007pfa.2	Zbtb42
uc033gft.1	Zbtb42
uc007pez.2	Zbtb42
uc007pfb.1	Cep170b
uc011yvg.1	Cep170b
uc033gfu.1	Mir6940
uc007pfc.1	Pld4
uc007pfd.1	Pld4
uc007pfg.1	BC022687
uc007pfh.1	BC022687
uc011yvh.1	Btbd6
uc007pfo.1	Btbd6
uc007pfp.2	Pacs2
uc007pfr.1	Pacs2
uc007pfq.2	Pacs2
uc007pfs.1	Pacs2
uc029ryh.1	AK216671
uc007pft.1	Tex22
uc007pfu.1	Tex22
uc007pfv.1	Mta1
uc007pfx.1	Mta1
uc007pfw.1	Mta1
uc033gfz.1	Mta1
uc033gga.1	Mta1
uc033ggb.1	Mta1
uc033gge.1	Mta1
uc033ggc.1	Mta1
uc033ggd.1	Mta1
uc033gfx.1	Mta1
uc033gfy.1	Mta1
uc007pfy.3	Crip2
uc007pfz.1	Crip1
uc007pga.2	Tedc1
uc007pgb.2	Tedc1
uc007pgc.2	Tmem121
uc033ggf.1	Tmem121
uc007pgv.1	Adam6b
uc007pgw.1	Adam6a
uc007phb.3	Zfp386
uc007phc.3	Zfp386
uc033ggk.2	Zfp386
uc007pha.1	Zfp386
uc007phf.2	Vipr2
uc007phe.2	Vipr2
uc007phd.3	Vipr2
uc007pho.1	Esyt2
uc007phn.1	Esyt2
uc007phq.1	Esyt2
uc007phr.1	Esyt2
uc056ysq.2	AK143671
uc007pht.1	Ncapg2
uc007phu.1	Ncapg2
uc007phx.2	Ptprn2
uc011yvq.1	Ptprn2
uc007phw.2	Ptprn2
uc007phv.3	Ptprn2
uc011yvr.1	Mir153
uc007pib.2	Rapgef5
uc007pic.1	Rapgef5
uc007pid.1	Cdca7l
uc007pih.2	Sp8
uc033ggl.1	Sp8
uc007pig.2	Sp8
uc007pin.3	Macc1
uc056yss.1	Tmem196
uc011yvw.2	Tmem196
uc056yst.1	Tmem196
uc007mwl.2	Rab10
uc056ypl.1	AK045299
uc007mwp.2	1110002L01Rik
uc007mwo.2	1110002L01Rik
uc007mwz.1	BC048080
uc029rqn.1	Dnmt3aos
uc007mxh.1	Efr3b
uc011yjt.1	Efr3b
uc007mxn.1	Cenpo
uc007mxo.4	Cenpo
uc007mxp.1	Cenpo
uc007mxs.2	Ncoa1
uc011yju.1	Ncoa1
uc007mxr.2	Ncoa1
uc007mxu.1	Ncoa1
uc007mxt.1	Ncoa1
uc056ypm.1	AK076489
uc007mxz.1	AK040557
uc007myb.1	Fam228a
uc007myc.1	Fam228a
uc007mye.2	Fam228b
uc011yjv.1	Fam228b
uc007myd.2	Fam228b
uc007myj.1	Fkbp1b
uc007myk.1	Fkbp1b
uc007myq.2	Mfsd2b
uc007myp.2	Mfsd2b
uc011yjy.1	Mfsd2b
uc007myo.2	Mfsd2b
uc011yjx.1	Mfsd2b
uc007myr.1	Ubxn2a
uc007mys.1	Ubxn2a
uc007myw.4	Klhl29
uc011yjz.3	Klhl29
uc007mza.2	1700101O22Rik
uc007mzb.1	AK043922
uc029rqp.1	AB351889
uc029rqq.1	AB335737
uc029rqs.1	AB335328
uc007mzc.1	AK146888
uc057bax.1	Gdf7
uc007mzl.1	Gdf7
uc007mzn.1	AK206780
uc007mzp.2	Rhob
uc007mzt.1	Slc7a15
uc007mzs.2	Slc7a15
uc033gcp.1	Slc7a15
uc007nab.1	AK089512
uc007nae.4	AK084679
uc007nan.1	1700022H16Rik
uc029rqu.1	AB335643
uc011ykd.1	Kcns3
uc007nas.1	Kcns3
uc033gcr.1	Kcns3
uc056ypp.1	9530020I12Rik
uc056ypq.1	9530020I12Rik
uc007nat.2	9530020I12Rik
uc007nau.1	Msgn1
uc007nav.1	Gen1
uc007naw.1	Gen1
uc011yke.3	Gen1
uc011ykf.1	Vsnl1
uc011yki.1	Tubb2a-ps2
uc029rqy.1	4921511I17Rik
uc057knr.1	Gm34637
uc007nbg.2	Mycn
uc007nbf.2	Mycn
uc007nbh.1	Ddx1
uc057kns.1	Gm35725
uc007nbn.1	Fam84a
uc033gct.1	Fam84a
uc007nbp.1	4930448C13Rik
uc007nbq.1	Trib2
uc033gcu.1	Mir6387
uc007nbs.2	Lpin1
uc007nbu.2	Lpin1
uc007nbt.2	Lpin1
uc007nbv.1	Lpin1
uc029rrb.1	Greb1
uc011ykk.2	Greb1
uc007nca.1	Greb1
uc007ncb.1	Greb1
uc007nck.2	Pqlc3
uc007ncl.2	Pqlc3
uc007ncm.2	2410004P03Rik
uc011ykn.1	2410004P03Rik
uc007ncn.2	Kcnf1
uc007ncs.2	Atp6v1c2
uc007ncr.2	Atp6v1c2
uc007nct.2	Atp6v1c2
uc007ncq.1	Atp6v1c2
uc007nde.3	1700030C10Rik
uc007ndf.1	AK148766
uc007ndg.1	AK014209
uc029rrh.1	AB351889
uc007ndm.1	Itgb1bp1
uc007ndl.1	Itgb1bp1
uc007ndn.1	Itgb1bp1
uc011yks.2	Adam17
uc007ndv.2	Adam17
uc007ndu.2	Adam17
uc011ykt.2	Adam17
uc011yku.2	Adam17
uc007ndw.1	Ywhaq
uc007ndx.1	Ywhaq
uc007ndy.1	Ywhaq
uc057bay.1	AK086409
uc007nea.1	AK020054
uc011ykv.1	Gm4425
uc029rri.1	AB351889
uc007nef.2	2410018L13Rik
uc011ykz.1	2410018L13Rik
uc007ned.2	2410018L13Rik
uc007nec.1	AK132630
uc011yky.1	EG629133
uc029rrj.1	AB351889
uc007neh.1	9030624G23Rik
uc007nep.1	Cys1
uc007neq.1	Cys1
uc011yla.1	Cys1
uc007nfe.2	Id2
uc056ypw.1	Gm29687
uc057knt.1	Gm29968
uc007nff.2	Rnf144a
uc007nfg.2	Rnf144a
uc033gcw.1	Mir6538
uc007nfh.2	Rsad2
uc007nfi.2	Rsad2
uc011ylb.1	Rsad2
uc007nfk.1	4933409F18Rik
uc029rro.1	Gm20187
uc007nfl.2	Gm9866
uc029rrp.1	Gm9866
uc007nfm.2	Gm9866
uc007nfn.2	Sox11
uc007nfo.1	Dcdc2c
uc007nfp.4	Allc
uc007nfq.4	Allc
uc007nfr.2	Colec11
uc057baz.1	Colec11
uc007nfs.2	Rps7
uc007nfx.2	Trappc12
uc007nfw.2	Trappc12
uc011ylc.1	Trappc12
uc007nfy.2	Trappc12
uc007nfz.2	Trappc12
uc007nga.2	Trappc12
uc007ngc.1	AK138505
uc029rrr.1	C630031E19Rik
uc007ngo.2	Tpo
uc007ngp.1	Tpo
uc011yld.2	Sntg2
uc007ngs.3	Sntg2
uc007ngr.3	Sntg2
uc011ylf.2	Sntg2
uc011yle.2	Sntg2
uc007ngq.3	Sntg2
uc029rrs.1	2310016D03Rik
uc007ngx.2	Acp1
uc007ngw.2	Acp1
uc007nhg.3	Dld
uc007nhn.2	Cbll1
uc007nhm.2	Cbll1
uc007nhl.2	Cbll1
uc007nho.1	Slc26a4
uc007nhq.2	Bcap29
uc007nhp.1	Bcap29
uc007nhr.1	Dus4l
uc007nht.2	Gpr22
uc007nhu.2	Hbp1
uc007nhv.2	Hbp1
uc007nhw.2	Hbp1
uc007nhy.1	Prkar2b
uc007nhx.2	Prkar2b
uc057knu.1	KY467633
uc011ylh.1	Pik3cg
uc007nib.2	Pik3cg
uc007nic.2	Pik3cg
uc007nia.1	Pik3cg
uc029rru.1	4933406C10Rik
uc007nig.1	4933406C10Rik
uc057knv.1	4933406C10Rik
uc007nij.1	Cdhr3
uc007nik.1	Cdhr3
uc007nil.1	F730043M19Rik
uc007nim.1	F730043M19Rik
uc056yqa.2	Atxn7l1os2
uc007niy.2	Hdac9
uc007njc.2	Hdac9
uc007niz.1	Hdac9
uc007nja.1	Hdac9
uc007njb.1	Hdac9
uc007nix.1	Hdac9
uc007njd.1	Hdac9
uc056yqb.1	Mir680-3
uc007nji.1	Ahr
uc011yll.2	Ahr
uc007njk.3	9130015A21Rik
uc029rrx.2	9130015A21Rik
uc007njn.1	Tspan13
uc007njp.2	Bzw2
uc007njq.2	Bzw2
uc007njr.3	Bzw2
uc007njw.1	Lrrc72
uc007njv.1	Lrrc72
uc007nko.2	4930428E07Rik
uc007nkt.1	Arl4a
uc007nks.1	Arl4a
uc033gdf.1	Arl4a
uc007nkr.1	Arl4a
uc007nkw.3	Scin
uc011yln.2	Scin
uc007nkx.1	Lsmem1
uc011ylo.1	Lsmem1
uc011ylp.1	Lsmem1
uc007nky.2	Ifrd1
uc011ylq.1	Mir1938
uc007nla.2	Zfp277
uc007nlb.2	Zfp277
uc033gdh.1	Lrrn3
uc007nln.2	Lrrn3
uc033gdi.1	Lrrn3
uc033gdj.1	Lrrn3
uc029rse.1	AB351889
uc029rsf.1	AB351301
uc007nlo.1	Dnajb9
uc007nmc.1	Stxbp6
uc007nmd.2	Nova1
uc007nme.2	Nova1
uc029rsk.1	1810007C17Rik
uc007nmj.2	Prkd1
uc057bbc.1	AK051254
uc007nmk.1	AK131776
uc007nmt.2	Strn3
uc007nmu.2	Strn3
uc011ylt.1	Strn3
uc057bbe.1	AK085054
uc056yqi.1	AK042046
uc007nmz.2	Hectd1
uc007nmy.1	Hectd1
uc057knx.1	KY467639
uc007nnb.1	Heatr5a
uc007nna.1	Heatr5a
uc007nnc.1	Heatr5a
uc056yqj.1	AK169555
uc007nne.1	Dtd2
uc007nnd.2	Dtd2
uc007nnf.2	Gpr33
uc033gdm.1	Gpr33
uc029rsl.2	AB350795
uc057kny.1	Gm35135
uc007nnl.1	1700031P21Rik
uc007nnq.1	AK006560
uc007nnr.1	AK018924
uc007nns.2	Egln3
uc011ylv.1	Gm7550
uc007nnt.1	Sptssa
uc011ylw.1	Mir1892
uc007nnu.1	Eapp
uc011ylx.1	Eapp
uc007nnv.1	Snx6
uc007nnw.1	Snx6
uc011yly.1	Snx6
uc007nnx.2	Cfl2
uc007nnz.2	Baz1a
uc011yma.1	2700097O09Rik
uc007nod.1	2700097O09Rik
uc007noe.1	2700097O09Rik
uc057knz.1	2700097O09Rik
uc057bbf.1	BC016540
uc007nom.1	Ppp2r3c
uc007non.1	Ppp2r3c
uc007nor.2	Nfkbia
uc057koc.1	Ralgapa1
uc057kod.1	Ralgapa1
uc007nou.2	Ralgapa1
uc057koe.1	Ralgapa1
uc007nox.2	Ralgapa1
uc007noy.2	Ralgapa1
uc007now.1	Ralgapa1
uc057kob.1	Ralgapa1
uc007npc.3	Mbip
uc007npe.2	Sfta3-ps
uc056yqo.1	Sfta3-ps
uc007npd.2	Sfta3-ps
uc007npg.3	Nkx2-1
uc007npf.3	Nkx2-1
uc007nph.2	Nkx2-9
uc011ymc.1	Slc25a21
uc007npj.2	Slc25a21
uc007npk.1	Slc25a21
uc057bbi.1	AK143722
uc057kof.1	KY467641
uc007nps.2	Foxa1
uc056yqp.1	4921518K17Rik
uc056yqq.1	BC042761
uc007npv.2	Clec14a
uc007npw.1	Sec23a
uc007npz.3	Trappc6b
uc007npy.2	Trappc6b
uc057bbl.1	Trappc6b
uc007nqk.2	Fbxo33
uc007nqj.2	Fbxo33
uc007nql.1	Gm20063
uc011yme.1	Fscb
uc007nqp.1	Klhl28
uc007nqq.1	Klhl28
uc007nrb.1	Fkbp3
uc007nrg.3	Mis18bp1
uc011ymg.1	Mis18bp1
uc007nri.1	Mis18bp1
uc007nrh.1	Mis18bp1
uc007nrj.1	AK081945
uc029rsr.1	AB351889
uc029rss.1	AB351778
uc029rst.1	AB335691
uc011ymh.1	Rpl10l
uc007nrm.3	Mdga2
uc007nrl.3	Mdga2
uc011ymi.1	Mdga2
uc007nro.2	Mdga2
uc007nrp.2	Rps29
uc007nrt.2	Dnaaf2
uc007nrs.2	Rpl36al
uc033gds.1	Rpl36al
uc011ymx.1	Dnaaf2
uc007nrv.1	Pole2
uc011yna.1	Pole2
uc007nrw.1	Pole2
uc007nse.2	Nemf
uc007nsg.2	Nemf
uc007nsh.2	Nemf
uc007nsd.1	Nemf
uc007nsf.1	Nemf
uc057koi.1	Rn7s2
uc007nsi.1	AK179786
uc007nsk.2	5830428M24Rik
uc057koj.1	5830428M24Rik
uc007nsl.1	Vcpkmt
uc007nsm.2	Vcpkmt
uc007nso.2	Sos2
uc007nsp.1	AK138088
uc011ynb.1	L2hgdh
uc007nst.1	Cdkl1
uc011ync.1	Mir681
uc057kok.1	Map4k5
uc011yne.1	Map4k5
uc011ynf.1	Map4k5
uc007nsw.1	Map4k5
uc007nsx.1	Map4k5
uc007nte.3	Sav1
uc011yng.2	Nin
uc007ntg.2	Nin
uc007nth.2	Nin
uc011ynh.2	Nin
uc007ntf.1	Nin
uc007nti.2	Nin
uc007ntj.2	Nin
uc007ntk.1	Nin
uc007ntm.2	Pygl
uc056yqt.1	AK083075
uc007nto.4	Trim9
uc007ntp.4	Trim9
uc007ntq.4	Trim9
uc011ynj.3	Trim9
uc011ynk.1	Trim9
uc011ynl.1	Trim9
uc007ntr.2	Trim9
uc007nts.2	Trim9
uc007ntt.1	Trim9
uc007nub.2	3110056K07Rik
uc007nuc.3	3110056K07Rik
uc007nui.1	Timm9
uc007nuh.1	Timm9
uc007nuk.1	Timm9
uc007nuj.1	Timm9
uc007num.1	Timm9 
uc007nul.1	AK039495
uc007nur.1	AK014974
uc007nut.1	1700083H02Rik
uc007nvc.1	Gpr135
uc007nvd.1	L3hypdh
uc007nve.1	L3hypdh
uc007nvh.2	Ccdc175
uc007nvk.2	Rtn1
uc033gdv.1	Rtn1
uc007nvj.2	Rtn1
uc007nvi.2	Rtn1
uc057bbp.1	AK053649
uc007nvs.2	Dhrs7
uc007nvv.1	4930447C04Rik
uc011ynp.1	4930447C04Rik
uc011ynq.1	4930447C04Rik
uc007nvx.1	4930447C04Rik
uc057kol.1	4930447C04Rik
uc007nwa.2	Six1
uc007nwb.1	Six4
uc007nwc.1	Six4
uc007nwg.1	Trmt5
uc007nwf.1	Trmt5
uc057kom.1	D830013O20Rik
uc007nwl.2	D830013O20Rik
uc007nwm.1	Tmem30b
uc007nws.1	AK048798
uc007nwz.2	Kcnh5
uc007nxd.1	Gphb5
uc007nxe.1	Ppp2r5e
uc007nxf.1	Ppp2r5e
uc007nxg.1	Ppp2r5e
uc007nxh.1	Ppp2r5e
uc029rtl.1	AK010244
uc007nxj.2	Wdr89
uc029rtm.2	Rplp2-ps1
uc033gdw.1	Wdr89
uc007nxk.2	Sgpp1
uc007nxl.2	Sgpp1
uc007nxu.1	Esr2
uc007nxv.1	Esr2
uc007nxw.1	Esr2
uc007nxx.3	Tex21
uc007nxy.2	Tex21
uc007nyc.2	Zbtb25
uc011ynz.1	Zbtb25
uc007nyb.1	Zbtb25
uc057kon.1	KY467642
uc029rto.1	Mir5135
uc007nyl.2	AI463170
uc007nyo.1	Sptb
uc007nyp.1	Sptb
uc007nys.1	Gpx2
uc007nyt.3	Rab15
uc007nyw.2	Max
uc007nyx.2	Max
uc011yoe.1	Max
uc007nyv.1	Max
uc057bbr.1	AK156408
uc057bbs.1	BC025195
uc007nzj.1	Atp6v1d
uc007nzl.2	Plek2
uc007nzn.2	Tmem229b
uc007nzp.2	Tmem229b
uc033gdz.1	Tmem229b
uc007nzm.2	Tmem229b
uc007nzq.2	Tmem229b
uc007nzo.2	Tmem229b
uc007nzs.3	Pigh
uc007nzu.1	9230116L04Rik
uc007nzt.1	Pigh
uc007nzx.2	Vti1b
uc007nzy.2	Vti1b
uc007nzw.1	Vti1b
uc007oaa.1	Rdh11
uc007nzz.1	Rdh11
uc007oae.1	Zfyve26
uc007oah.1	Zfyve26
uc007oaf.1	Zfyve26
uc007oag.1	Zfyve26
uc056yre.1	9430078K24Rik
uc056yrf.1	9430078K24Rik
uc007oak.1	9430078K24Rik
uc007oal.1	Zfp36l1
uc007oan.2	2310015A10Rik
uc007oam.1	2310015A10Rik
uc007oap.2	Actn1
uc007oaq.2	Actn1
uc007oao.2	Actn1
uc007oar.2	Dcaf5
uc011yoh.1	Scarna3b
uc007oaz.2	Erh
uc057koo.1	Erh
uc007oba.2	Erh
uc007obe.1	AK150199
uc057kop.1	Plekhd1os
uc007obh.2	Ccdc177
uc033gea.1	Ccdc177
uc007obk.2	1700052I22Rik
uc007obl.2	Gm20337
uc011yoj.1	Slc10a1
uc007obs.2	Slc10a1
uc007obv.2	Slc8a3
uc007obw.2	Slc8a3
uc007obx.1	Slc8a3
uc007ocf.2	Gm20498
uc007oca.3	Gm20498
uc057bbv.2	Cox16
uc007oce.2	Cox16
uc057bbx.1	Cox16
uc007obz.3	Cox16
uc057bbw.1	Cox16
uc007ocg.2	Cox16
uc007och.3	Synj2bp
uc007oci.3	Synj2bp
uc007ocj.3	Synj2bp
uc007occ.1	Cox16
uc056yrh.1	AK082682
uc007ocb.1	Gm4787
uc007ocd.2	Adam4
uc007ock.2	Adam21
uc033geb.1	Adam21
uc007ocl.2	Med6
uc057kos.1	Med6
uc007oco.2	Map3k9
uc007ocp.3	Map3k9
uc029rua.1	1700085C21Rik
uc007odc.2	Dpf3
uc007ode.3	Dpf3
uc007odd.3	Dpf3
uc007odg.1	Zfyve1
uc007odh.1	Zfyve1
uc007odi.1	Zfyve1
uc056yrk.1	AK140771
uc007odx.2	Numb
uc007ody.2	Numb
uc007odv.2	Numb
uc007odw.2	Numb
uc007odu.2	Numb
uc056yrm.1	AK164313
uc029rub.1	AB351889
uc007oee.1	AK132490
uc007oel.1	Pnma1
uc007oem.4	Elmsan1
uc011you.3	Elmsan1
uc057bca.1	AK081163
uc007ofa.1	Fam161b
uc007oez.1	Fam161b
uc011yox.1	Fam161b
uc007ofg.3	Entpd5
uc007ofh.3	Entpd5
uc007ofe.3	Entpd5
uc007off.3	Entpd5
uc007ofd.3	Entpd5
uc057bcb.2	Aldh6a1
uc007ofk.4	Aldh6a1
uc007ofo.2	Abcd4
uc007ofp.2	Abcd4
uc011yoz.1	Abcd4
uc007ofr.1	Syndig1l
uc007ofs.1	Syndig1l
uc007oft.1	Npc2
uc011ypd.1	Ltbp2
uc011ypc.1	Ltbp2
uc007ofx.1	Ltbp2
uc007oga.3	Arel1
uc011ypf.2	Arel1
uc007ofy.2	Arel1
uc007ogb.2	Arel1
uc057bcc.1	DQ687186
uc033ged.1	Prox2
uc007ogn.2	Rps6kl1
uc007ogo.2	Rps6kl1
uc007ogp.2	Rps6kl1
uc007ogm.2	Rps6kl1
uc033gee.1	Pgf
uc007ogq.2	Pgf
uc056yrq.1	Mlh3
uc007ogt.2	Mlh3
uc007ogs.2	Mlh3
uc011ypg.2	Mlh3
uc033gef.1	Mir6938
uc007ogu.2	Acyp1
uc007ogv.4	Acyp1
uc007ogx.2	Nek9
uc007ogz.1	Tmed10
uc007ogy.1	Tmed10
uc057bcd.1	Tmed10
uc029rue.1	AB347864
uc007ohf.1	Erg28
uc007ohn.2	Tgfb3
uc011ypj.1	Angel1
uc007oia.2	Irf2bpl
uc007oie.1	Zdhhc22
uc011ypl.1	Ngb
uc007oii.1	Ngb
uc007oij.2	Pomt2
uc007oik.1	Pomt2
uc057kow.1	Gm6566
uc007oin.1	Tmed8
uc007oiq.2	Vipas39
uc007oip.2	Vipas39
uc007oir.2	Vipas39
uc007oio.1	Noxred1
uc007ois.2	Vipas39
uc056yrt.1	Ism2
uc007oiw.2	Sptlc2
uc007oiv.2	Sptlc2
uc007oiu.2	Sptlc2
uc007oix.2	Alkbh1
uc007ojc.1	Nrp
uc007oiy.2	Alkbh1
uc007oiz.2	Alkbh1
uc007oja.2	Alkbh1
uc007ojb.1	Alkbh1
uc011ypm.1	Mir3068
uc007ojf.1	Snw1
uc011ypo.3	Gm16381
uc033gel.1	Gm16381
uc033gem.1	Gm21319
uc033gen.1	Gm21319
uc007ojq.1	AK076896
uc011yps.1	Gm10436
uc007ojr.2	Gm10436
uc057kox.1	Gm10436
uc007ojs.3	Gm5662
uc033geq.1	Gm5662
uc011ypt.1	Gm7104
uc007ojt.1	Gm5039
uc029rul.1	3200001D21Rik
uc007ojx.1	AK015566
uc007okf.2	Dio2
uc007okh.1	AK132687
uc007okl.2	Cep128
uc007okn.2	Cep128
uc011ypv.1	Cep128
uc007oko.2	Cep128
uc007oki.1	Cep128
uc007okj.1	Cep128
uc007oks.2	Gtf2a1
uc007okr.2	Gtf2a1
uc007okt.2	Ston2
uc007okw.1	Ston2
uc007oku.1	AK158157
uc007oky.1	Sel1l
uc007okx.1	Sel1l
uc007okz.1	Sel1l
uc007ola.1	Sel1l
uc007olb.1	Sel1l
uc056yrw.1	4930559C10Rik
uc033geu.1	1700019M22Rik
uc007olf.2	Galc
uc029rus.1	DQ564415
uc029rut.1	DQ691961
uc007olh.1	DQ705717
uc007oli.2	DQ725458
uc029ruu.1	DQ697776
uc007olj.2	DQ725401
uc007olk.2	DQ686042
uc029ruv.1	DQ688374
uc007oll.1	DQ722071
uc007olm.1	DQ550701
uc007oln.1	DQ724588
uc029ruw.1	DQ697342
uc029rux.1	DQ562771
uc029ruy.1	DQ688432
uc007olo.2	DQ715231
uc007olp.2	DQ709498
uc007olr.1	DQ685694
uc029ruz.1	DQ716346
uc007ols.2	DQ687127
uc029rva.1	DQ550281
uc029rvb.1	DQ710496
uc029rvc.1	DQ721550
uc007olt.2	DQ540775
uc007olu.2	DQ542298
uc029rvd.1	DQ717352
uc029rve.1	DQ723622
uc007olw.2	DQ706448
uc007olx.2	DQ698005
uc029rvf.1	DQ699466
uc029rvg.1	DQ719762
uc007oly.1	DQ708892
uc007olz.2	DQ689298
uc007oma.2	DQ547977
uc007omb.2	DQ560657
uc007omc.1	DQ543219
uc007omd.2	DQ569535
uc007ome.1	DQ686386
uc007omf.2	DQ554758
uc007omg.2	DQ700641
uc007omh.2	DQ559163
uc007omi.2	DQ707326
uc007omj.2	DQ712544
uc007omk.2	DQ711703
uc007omn.2	DQ554193
uc029rvh.1	DQ725549
uc029rvi.1	DQ541450
uc007omp.2	DQ690321
uc007omq.1	DQ695947
uc007omr.2	DQ557278
uc007oms.2	DQ724618
uc007omu.2	DQ699063
uc007omv.2	DQ694628
uc007omx.2	DQ691321
uc029rvj.1	DQ706609
uc007omy.1	DQ719602
uc007omz.2	DQ694195
uc007ona.2	DQ704418
uc029rvk.1	DQ720755
uc029rvl.1	DQ713013
uc007onb.2	DQ696209
uc007onc.2	DQ547823
uc007ond.1	DQ696303
uc007one.2	DQ687337
uc029rvm.1	DQ543271
uc007onf.2	DQ706728
uc029rvn.1	AB251193
uc029rvo.1	DQ562434
uc029rvp.1	DQ703498
uc007ong.2	DQ720500
uc029rvq.1	DQ685866
uc007onh.2	DQ696009
uc007oni.2	DQ725319
uc029rvr.1	DQ540199
uc007onj.1	DQ721544
uc007onk.1	DQ561364
uc029rvs.1	DQ697225
uc007onl.1	DQ687613
uc057bci.1	DQ554222
uc007onm.1	DQ550485
uc007onn.2	DQ561547
uc029rvt.1	DQ544297
uc029rvu.1	DQ687213
uc029rvv.1	DQ540512
uc007ono.2	DQ548190
uc007onp.2	DQ713313
uc007onq.1	DQ566763
uc007onr.2	DQ685618
uc007ons.2	DQ713071
uc007ont.2	DQ695125
uc007onu.2	DQ712548
uc007onv.1	DQ695813
uc007onw.1	DQ702978
uc007ony.1	DQ710318
uc029rvw.1	DQ685917
uc029rvx.1	DQ715949
uc007onz.2	DQ687277
uc029rvy.1	DQ687514
uc007ooa.1	DQ695884
uc007oob.2	DQ561508
uc029rvz.1	DQ707642
uc007ooc.1	DQ704262
uc029rwa.1	DQ720313
uc007ood.1	DQ707898
